Name,Ticker,"Sub-Sector","Market Cap","Close Price","Percentage Buy Reco’s","No. of analysts with buy reco","Percentage Hold Reco's","Percentage Sell Reco's","Total no. of analysts","Percentage Upside"
Narbada Gems and Jewellery Ltd,NARBADA,"Precious Metals, Jewellery & Watches","115.77280032","54",,"0","0","0",,
VJTF Eduservices Ltd,VJTFEDU,"Education Services","115.7728","65.78",,"0","0","0",,
Baheti Recycling Industries Ltd,BAHETI,"Metals - Aluminium","115.7127948","110.2",,"0","0","0",,
Mahamaya Steel Industries Ltd,MAHASTEEL,"Iron & Steel","115.616004","69.15",,"0","0","0",,
Metroglobal Ltd,METROGLOBL,"Commodities Trading","115.57309375","92.24",,"0","0","0",,
Sayaji Industries Ltd,SAYAJIIND,"Agro Products","115.5296","178.15",,"0","0","0",,
Univastu India Ltd,UNIVASTU,"Construction & Engineering","115.521159","100.7",,"0","0","0",,
Avro India Ltd,AVROIND,"Plastic Products","115.097234","113.2",,"0","0","0",,
Alkali Metals Ltd,ALKALI,"Commodity Chemicals","114.85866768","111.95",,"0","0","0",,
Nirman Agri Genetics Ltd,NIRMAN,"Agro Products","114.7454","189.25",,"0","0","0",,
Rts Power Corporation Ltd,RTSPOWR,"Heavy Electrical Equipments","114.2853525","131.05",,"0","0","0",,
Vibrant Global Capital Ltd,VGCL,"Diversified Financials","114.0787524","48.01",,"0","0","0",,
Le Merite Exports Ltd,LEMERITE,"Textiles","113.765445","48.45",,"0","0","0",,
Mohini Health & Hygiene Ltd,MHHL,"Health Care Equipment & Supplies","113.5184775","62.25",,"0","0","0",,
Ekansh Concepts Ltd,EKANSH,,"113.5023828","76.85",,"0","0","0",,
APM Industries Ltd,APMIN,"Textiles","113.43802864000001","52.53",,"0","0","0",,
Shree Tirupati Balajee FIBC Ltd,TIRUPATI,"Packaging","113.3044974","111.85",,"0","0","0",,
Gujarat Containers Ltd,GUJCONT,"Packaging","113","198",,"0","0","0",,
Ganges Securities Ltd,GANGESSECU,"Diversified Financials","112.791570925","115.35",,"0","0","0",,
GTL Ltd,GTL,"Telecom Infrastructure","112.46719841500001","7.05",,"0","0","0",,
Archit Organosys Ltd,ARCHITORG,"Commodity Chemicals","112.433041317","53.98",,"0","0","0",,
Bheema Cements Ltd,BHEEMACEM,"Cement","112.34145689","36",,"0","0","0",,
Shervani Industrial Syndicate Ltd,SHERVANI,"Real Estate","112.20028772","409.05",,"0","0","0",,
Country Club Hospitality & Holidays Ltd,CCHHL,"Hotels, Resorts & Cruise Lines","111.973343475","6.9",,"0","0","0",,
Mukta Arts Ltd,MUKTAARTS,"Movies & TV Serials","111.79674","49.4",,"0","0","0",,
Future Lifestyle Fashions Ltd,FLFL,"Retail - Apparel","111.78311055","5.8",,"0","0","0",,
Superior Industrial Enterprises Ltd,SIEL,"Packaging","111.6033","80.4",,"0","0","0",,
Omax Autos Ltd,OMAXAUTO,"Auto Parts","111.539530795","52.3",,"0","0","0",,
SVP Global Textiles Ltd,SVPGLOB,"Textiles","111.32","9.15",,"0","0","0",,
Bansal Roofing Products Ltd,BRPL,,"111.1607424","84.6",,"0","0","0",,
Tainwala Chemicals and Plastics (India) Ltd,TAINWALCHM,"Plastic Products","111.14905380999998","119.2",,"0","0","0",,
Yaari Digital Integrated Services Ltd,YAARI,"Business Support Services","111.0239235","11.25",,"0","0","0",,
LA Tim Metal & Industries Ltd,LATIMMETAL,,"110.9227608","12.57",,"0","0","0",,
Aditya BSL Nifty Next 50 ETF,ABSLNN50ET,"Equity","110.88097020000001","46.6",,"0","0","0",,
Indsil Hydro Power and Manganese Ltd,INDSILHYD,"Metals - Iron","110.63645668199999","43.87",,"0","0","0",,
Aimco Pesticides Ltd,AIMCOPEST,"Fertilizers & Agro Chemicals","110.24681206500001","114",,"0","0","0",,
Winsome Textile Industries Ltd,WINSOMTX,"Textiles","110.21902","55.5",,"0","0","0",,
Pressure Sensitive Systems India Ltd,PRESSURS,,"109.936242","7.51",,"0","0","0",,
KPT Industries Ltd,KPT,"Industrial Machinery","109.82","345.75",,"0","0","0",,
Flex Foods Ltd,FLEXFO,"Agro Products","109.64715","89.5",,"0","0","0",,
Ishan Dyes and Chemicals Ltd,ISHANCH,"Commodity Chemicals","109.64244066300002","52.6",,"0","0","0",,
Aartech Solonics Ltd,AARTECH,"Electrical Components & Equipments","109.5018925","108.55",,"0","0","0",,
Hindustan Tin Works Ltd,HINDTIN,"Packaging","109.24866991500001","106",,"0","0","0",,
Narayani Steels Ltd,DHATRE,,"108.9545","99",,"0","0","0",,
Surya Lakshmi Cotton Mills Ltd,SURYALAXMI,"Textiles","108.8826291","58.1",,"0","0","0",,
Fortis Malar Hospitals Ltd,FORTISMLR,"Hospitals & Diagnostic Centres","108.795910995","58.1",,"0","0","0",,
Resonance Specialties Ltd,RESONANCE,"Specialty Chemicals","108.57132","93.9",,"0","0","0",,
Aatmaj Healthcare Ltd,AATMAJ,"nan","108.48","46.6",,"0","0","0",,
KG Petrochem Ltd,KGPETRO,"Textiles","108.048595","201",,"0","0","0",,
Lagnam Spintex Ltd,LAGNAM,"Textiles","108.045935","65.9",,"0","0","0",,
Hindusthan National Glass And Industries Ltd,HINDNATGLS,"Packaging","107.912045825","12.05",,"0","0","0",,
Keerthi Industries Ltd,KEERTHI,"Cement","107.86520979000001","140.6",,"0","0","0",,
Gujarat Natural Resources Ltd,GNRL,"Oil & Gas - Exploration & Production","107.85821088","13.33",,"0","0","0",,
Nath Industries Ltd,NATHIND,,"107.844","55.4",,"0","0","0",,
Virat Industries Ltd,VIRAT,"Apparel & Accessories","107.5503623","217",,"0","0","0",,
MRO-TEK Reality Ltd,MRO-TEK,"Communication & Networking","107.34303849","64.05",,"0","0","0",,
Damodar Industries Ltd,DAMODARIND,"Textiles","107.2965","47.35",,"0","0","0",,
Lasa Supergenerics Ltd,LASA,"Pharmaceuticals","107.21665146000001","21.55",,"0","0","0",,
Manaksia Coated Metals & Industries Ltd,MANAKCOAT,"Metals - Diversified","107.14817175","16.55",,"0","0","0",,
Shreeram Proteins Ltd,SRPL,"Agro Products","107.1","2.4",,"0","0","0",,
Western India Plywoods Ltd,WIPL,"Wood Products","106.940484","126",,"0","0","0",,
Accel Ltd,ACCEL,"Movies & TV Serials","106.451369449","18.48",,"0","0","0",,
BCPL Railway Infrastructure Ltd,BCPL,"Construction & Engineering","105.99441764400001","65.5",,"0","0","0",,
ICICI Prudential Silver ETF,ICICISILVE,"Equity","105.953940543","77.33",,"0","0","0",,
Machino Plastics Ltd,MACPLASQ,"Auto Parts","105.675696","167.3",,"0","0","0",,
Compuage Infocom Ltd,COMPINFO,"Technology Hardware","105.49471872000001","12.4",,"0","0","0",,
Cian Agro Industries & Infrastructure Ltd,CIANAGRO,"Agro Products","105.478838255","38",,"0","0","0",,
Grob Tea Co Ltd,GROBTEA,"Tea & Coffee","105.467102","905.4",,"0","0","0",,
KBS India Ltd,KBSINDIA,"Investment Banking & Brokerage","105.17290572","10.15",,"0","0","0",,
Cravatex Ltd,CRAVATEX,"Commodities Trading","104.9685792","405.1",,"0","0","0",,
Goldstar Power Ltd,GOLDSTAR,"Batteries","104.94738","4.36",,"0","0","0",,
Bombay Metrics Supply Chain Ltd,BMETRICS,"Logistics","104.66832","161.5",,"0","0","0",,
G G Engineering Ltd,GGENG,"Auto Parts","104.6603572","1.22",,"0","0","0",,
Orissa Bengal Carrier Ltd,OBCL,"Logistics","104.5706384","50.3",,"0","0","0",,
Sonal Mercantile Ltd,SONAL,"Diversified Financials","104.55509635","72.5",,"0","0","0",,
R S Software (India) Ltd,RSSOFTWARE,"Software Services","104.50431267","40.65",,"0","0","0",,
Aashka Hospitals Ltd,AASHKA,,"104.4342","46",,"0","0","0",,
Hindprakash Industries Ltd,HPIL,"Diversified Chemicals","104.39746165","100.1",,"0","0","0",,
MITCON Consultancy & Engineering Services Ltd,MITCON,"Education Services","104.35236465","78.8",,"0","0","0",,
Savera Industries Ltd,SAVERA,"Hotels, Resorts & Cruise Lines","104.179152","91",,"0","0","0",,
James Warren Tea Ltd,JAMESWARREN,"Agro Products","104.126","234.1",,"0","0","0",,
S & T Corporation Ltd,STCORP,"Packaged Foods & Meats","103.86522191499999","34.22",,"0","0","0",,
Globesecure Technologies Ltd,GSTL,"IT Services & Consulting","103.789636855","114.4",,"0","0","0",,
Palash Securities Ltd,PALASHSECU,"Diversified Financials","103.78218325","105.7",,"0","0","0",,
Captain Technocast Ltd,CTCL,"Industrial Machinery","103.121505","100.99",,"0","0","0",,
Prerna Infrabuild Ltd,PRERINFRA,"Real Estate","102.92733297000001","28.87",,"0","0","0",,
Zee Learn Ltd,ZEELEARN,"Education Services","102.719208375","3.15",,"0","0","0",,
RSD Finance Ltd,RSDFIN,"Diversified Financials","102.70442584","75.05",,"0","0","0",,
Electrotherm (India) Ltd,ELECTHERM,"Iron & Steel","102.5796527","80.55",,"0","0","0",,
Munoth Capital Market Ltd,MUNCAPM,"Asset Management","102.4974","114",,"0","0","0",,
Krishna Ventures Ltd,KRISHNA,"Real Estate","102.384","97.8",,"0","0","0",,
Pioneer Embroideries Ltd,PIONEEREMB,"Apparel & Accessories","102.23692518","38.4",,"0","0","0",,
Nandani Creation Ltd,JAIPURKURT,"Apparel & Accessories","102.1051735","88.8",,"0","0","0",,
Sundaram Multi Pap Ltd,SUNDARAM,"Paper Products","101.883721195","2.15",,"0","0","0",,
Mishka Exim Ltd,MISHKA,"Commodities Trading","101.8725","67.25",,"0","0","0",,
Future Enterprises Ltd,FELDVR,"Conglomerates","101.72925322500001","6.1",,"0","0","0",,
Lohia Securities Ltd,LOHIASEC,"Investment Banking & Brokerage","101.528625","193.6",,"0","0","0",,
Sonam Clock Ltd,SONAMCLOCK,"Precious Metals, Jewellery & Watches","101.38104","50.15",,"0","0","0",,
CHL Ltd,CHLLTD,"Hotels, Resorts & Cruise Lines","101.35901821","18.49",,"0","0","0",,
Transcorp International Ltd,TRANSCOR,"Consumer Finance","101.23639392000001","31.3",,"0","0","0",,
Captain Polyplast Ltd,CPL,"Industrial Machinery","101.05985274","20.4",,"0","0","0",,
Kalyani Forge Ltd,KALYANIFRG,"Iron & Steel","100.88174","277.1",,"0","0","0",,
TCI Industries Ltd,TCIIND,"Commodities Trading","100.7993084","1104",,"0","0","0",,
Srei Infrastructure Finance Ltd,SREINFRA,"Specialized Finance","100.6172666","2",,"0","0","0",,
Everest Organics Ltd,EVERESTO,"Pharmaceuticals","100.52","126",,"0","0","0",,
HG Industries Ltd,HGIND,,"100.29357936","211",,"0","0","0",,
Kranti Industries Ltd,KRANTI,"Auto Parts","100.2794256","96.3",,"0","0","0",,
Amba Enterprises Ltd,AEL,"Electrical Components & Equipments","100.22035968","77.24",,"0","0","0",,
Add-Shop E-Retail Ltd,ASRL,"FMCG - Personal Products","100.171238328","35",,"0","0","0",,
Patdiam Jewellery Ltd,PJL,"Precious Metals, Jewellery & Watches","100.1544","232",,"0","0","0",,
Tridhya Tech Ltd,TRIDHYA,"IT Services & Consulting","100.1384","43",,"0","0","0",,
Shah Metacorp Ltd,SHAH,"Iron & Steel","99.7136028","3.6",,"0","0","0",,
Sikko Industries Ltd,SIKKO,"Fertilizers & Agro Chemicals","99.708","59.05",,"0","0","0",,
National Plastic Technologies Ltd,NATPLASTI,"Plastic Products","99.65422035","168",,"0","0","0",,
BLB Ltd,BLBLIMITED,"Investment Banking & Brokerage","99.38668504","18.65",,"0","0","0",,
POCL Enterprises Ltd,POEL,"Commodity Chemicals","99.36417743999999","176.1",,"0","0","0",,
T & I Global Ltd,TIGLOB,"Agro Products","99.073535","205.25",,"0","0","0",,
Pooja Entertainment And Films Ltd,POOJAENT,,"98.759875","194",,"0","0","0",,
LKP Finance Ltd,LKPFIN,"Investment Banking & Brokerage","98.72653366499999","82.99",,"0","0","0",,
Simbhaoli Sugars Ltd,SIMBHALS,"Sugar","98.6568578","24.65",,"0","0","0",,
Global Offshore Services Ltd,GLOBOFFS,"Oil & Gas - Equipment & Services","98.247494589","41.47",,"0","0","0",,
Caspian Corporate Services Ltd,CASPIAN,,"98.2416","22.12",,"0","0","0",,
Hindustan Adhesives Ltd,HINDADH,"Packaging","98.028308","193",,"0","0","0",,
Phoenix Township Ltd,PHOENIXTN,"Hotels, Resorts & Cruise Lines","97.88982","71.8",,"0","0","0",,
Dollex Agrotech Ltd,DOLLEX,"Sugar","97.74972","39.8",,"0","0","0",,
Garnet International Ltd,GARNETINT,"Textiles","97.252155","49.6",,"0","0","0",,
Pentagon Rubber Ltd,PENTAGON,"Auto Parts","97.146","132.3",,"0","0","0",,
IL&FS Transportation Networks Ltd,IL&FSTRANS,"Roads","97.043207965","2.9",,"0","0","0",,
Mercury Laboratories Ltd,MERCURYLAB,"Pharmaceuticals","96.96","807.95",,"0","0","0",,
Aym Syntex Ltd,AYMSYNTEX,"Textiles","96.531611525","73.7",,"0","0","0",,
Ai Champdany Industries Ltd,AICHAMP,"Textiles","96.444014016","31.5",,"0","0","0",,
McDowell Holdings Ltd,MCDHOLDING,"Asset Management","96.19677375","68.75",,"0","0","0",,
LIC MF G-SEC Long Term ETF,LICNETFGSC,"Debt","96.08053938","23.84",,"0","0","0",,
Jeevan Scientific Technology Ltd,JSTL,"Labs & Life Sciences Services","95.838011065","61.31",,"0","0","0",,
Tokyo Plast International Ltd,TOKYOPLAST,"Housewares","95.631591","115.25",,"0","0","0",,
Sumit Woods Ltd,SUMIT,"Real Estate","95.5845125","30.55",,"0","0","0",,
IDBI Gold Exchange Traded Fund,IDBIGOLD,"Gold","95.11848704","5486.45",,"0","0","0",,
Khfm Hospitality and Facility Management Services Ltd,KHFM,"Business Support Services","94.89649776499999","47.35",,"0","0","0",,
Sal Automotive Ltd,SALAUTO,"Auto Parts","94.7096635","394.9",,"0","0","0",,
BSEL Infrastructure Realty Ltd,BSELINFRA,"Real Estate","94.67889864","12.03",,"0","0","0",,
Sakthi Finance Ltd,SAKTHIFIN,"Consumer Finance","94.5","31.05",,"0","0","0",,
Bhilwara Technical Textiles Ltd,BTTL,"Commodities Trading","94.44800749","16.2",,"0","0","0",,
Bright Brothers Ltd,BRIGHTBR,"Commodity Chemicals","94.377104525","170.85",,"0","0","0",,
Vistar Amar Ltd,VISTARAMAR,,"94.304","297",,"0","0","0",,
GI Engineering Solutions Ltd,GISOLUTION,"Construction & Engineering","94.3035462","10.95",,"0","0","0",,
Pacific Industries Ltd,PACIFICI,"Mining - Diversified","94.0846725","138.8",,"0","0","0",,
Shradha Infraprojects Ltd,SHRADHA,"Real Estate","94.05842584","45.4",,"0","0","0",,
Tirupati Tyres Ltd,TTIL,"Tires & Rubber","94.0341445","38.2",,"0","0","0",,
B.A.G. Films and Media Ltd,BAGFILMS,"Movies & TV Serials","94.01109275","4.8",,"0","0","0",,
Bharat Immunologicals and Biologicals Corporation Ltd,BIBCL,"Pharmaceuticals","93.57106","21.57",,"0","0","0",,
Shri Krishna Devcon Ltd,SHRIKRISH,"Real Estate","93.52","34.4",,"0","0","0",,
Rishiroop Ltd,RISHIROOP,"Commodity Chemicals","93.514568615","105.35",,"0","0","0",,
WAA Solar Ltd,WAA,"Renewable Energy","93.33168474","71",,"0","0","0",,
Steel City Securities Ltd,STEELCITY,"Investment Banking & Brokerage","93.21077615","61.25",,"0","0","0",,
Digicontent Ltd,DGCONTENT,"Online Services","92.25564939","15.4",,"0","0","0",,
Patel Integrated Logistics Ltd,PATINTLOG,"Logistics","92.09941732","14.3",,"0","0","0",,
Rajeshwari Cans Ltd,RCAN,,"92.0673","175.5",,"0","0","0",,
Delta Manufacturing Ltd,DELTAMAGNT,"Industrial Machinery","91.963242","87.35",,"0","0","0",,
Akar Auto Industries Ltd,AAIL,"Auto Parts","91.92463321","85.5",,"0","0","0",,
Vinny Overseas Ltd,VINNY,"Textiles","91.886207845","3.85",,"0","0","0",,
HIM Teknoforge Ltd,HIMTEK,"Auto Parts","91.71774656000001","116.05",,"0","0","0",,
Setco Automotive Ltd,SETCO,"Auto Parts","91.630583375","6.85",,"0","0","0",,
Sagarsoft (India) Ltd,SAGARSOFT,"IT Services & Consulting","91.47292578","143",,"0","0","0",,
NTC Industries Ltd,NTCIND,"FMCG - Tobacco","91.419376","76.25",,"0","0","0",,
Genpharmasec Ltd,GENPHARMA,"Commodities Trading","91.3637505","3.25",,"0","0","0",,
Hindcon Chemicals Ltd,HINDCON,"Commodity Chemicals","91.324075","88.4",,"0","0","0",,
Mirae Asset S&P 500 Top 50 ETF,MASPTOP50,"Equity","90.884969692","32.78",,"0","0","0",,
Ludlow Jute & Specialities Ltd,LUDLOWJUT,"Textiles","90.72044352","84.5",,"0","0","0",,
Nitiraj Engineers Ltd,NITIRAJ,"Electronic Equipments","90.670095","90.9",,"0","0","0",,
Shalibhadra Finance Ltd,SAHLIBHFI,"Diversified Financials","90.584595","150",,"0","0","0",,
Coral Laboratories Ltd,CORALAB,"Pharmaceuticals","90.583273","250.5",,"0","0","0",,
Shriram Asset Management Co Ltd,SRAMSET,"Asset Management","90.527241","141",,"0","0","0",,
Prolife Industries Ltd,PROLIFE,"Commodity Chemicals","90.479168","232",,"0","0","0",,
B & A Packaging India Ltd,BAPACK,"Paper Products","90.4051125","181",,"0","0","0",,
Viviana Power Tech Ltd,VIVIANA,"Electrical Components & Equipments","90.147","153",,"0","0","0",,
Shubhlaxmi Jewel Art Ltd,SHUBHLAXMI,"Precious Metals, Jewellery & Watches","89.70984","88.65",,"0","0","0",,
RDB Realty & Infrastructure Ltd,RDBRIL,"Real Estate","89.5452954","54.4",,"0","0","0",,
Archies Ltd,ARCHIES,"Retail - Speciality","89.517","26",,"0","0","0",,
Flexituff Ventures International Ltd,FLEXITUFF,"Packaging","89.44214635","26.85",,"0","0","0",,
Prismx Global Ventures Ltd,PRISMX,,"89.137177185","1.98",,"0","0","0",,
Sintex Plastics Technology Ltd,SPTL,"Plastic Products","89.06118144","1.4",,"0","0","0",,
AKG Exim Ltd,AKG,"Commodities Trading","88.65664704","28.7",,"0","0","0",,
Nagpur Power and Industries Ltd,NAGPI,"Mining - Manganese","88.39467225","66.3",,"0","0","0",,
Mirae Asset NYSE FANG+ ETF,MAFANG,"Equity","88.390709484","67.47",,"0","0","0",,
Cadsys (India) Ltd,CADSYS,"IT Services & Consulting","88.37945","123.65",,"0","0","0",,
Yash Chemex Ltd,YASHCHEM,"Commodities Trading","87.9705339","84",,"0","0","0",,
LKP Securities Ltd,LKPSEC,"Diversified Financials","87.815327705","11",,"0","0","0",,
Tayo Rolls Ltd,TATAYODOGA,"Iron & Steel","87.58734116000001","89.62",,"0","0","0",,
United Van Der Horst Ltd,UVDRHOR,,"87.5192775","154",,"0","0","0",,
Mcon Rasayan India Ltd,MCON,"Building Products - Others","87.49605","140",,"0","0","0",,
Marshall Machines Ltd,MARSHALL,"Industrial Machinery","87.4455","60.2",,"0","0","0",,
Shalimar Wires Industries Ltd,SHALIWIR,"Electrical Components & Equipments","87.348716289","20.5",,"0","0","0",,
Kalyan Capitals Ltd,KALYANCAP,,"87.27678051000001","16.27",,"0","0","0",,
Aditya BSL Banking ETF,ABSLBANETF,"Equity","86.96789971","46.39",,"0","0","0",,
ANG Lifesciences India Ltd,ANG,"Pharmaceuticals","86.955133133","66.31",,"0","0","0",,
Kothari Fermentation and Biochem Ltd,KFBL,"Agro Products","86.805","57",,"0","0","0",,
Panache Digilife Ltd,PANACHE,"Technology Hardware","86.46","69.2",,"0","0","0",,
Shah Alloys Ltd,SHAHALLOYS,"Iron & Steel","86.4162621","45.8",,"0","0","0",,
Kemp and Company Ltd,KEMP,"Retail - Speciality","86.416","800",,"0","0","0",,
ICICI Prudential Liquid ETF,ICICILIQ,"Debt","86.396236029","999.99",,"0","0","0",,
Samor Reality Ltd,SAMOR,,"86.2365","40.11",,"0","0","0",,
Anik Industries Ltd,ANIKINDS,"Commodities Trading","86.17457403","31.1",,"0","0","0",,
SPS Finquest Ltd,SPS,"Diversified Financials","86.1715125","89.25",,"0","0","0",,
Sumuka Agro Industries Ltd,SUMUKA,,"85.996757","124.4",,"0","0","0",,
SVP Housing Ltd,SVPHOUSING,"Real Estate","85.52241","74.75",,"0","0","0",,
Raja Bahadur International Ltd,RAJABAH,"Real Estate","85.5","3420",,"0","0","0",,
Pmc Fincorp Ltd,PMCFIN,"Diversified Financials","85.449792","1.6",,"0","0","0",,
Chandra Bhagat Pharma Ltd,CBPL,,"85.4477592","113.25",,"0","0","0",,
Ambani Organics Ltd,AMBANIORG,"Diversified Chemicals","85.42571152000001","132.8",,"0","0","0",,
Cell Point (India) Ltd,CELLPOINT,"nan","85.393192","46.3",,"0","0","0",,
Soma Textiles & Industries Ltd,SOMATEX,"Textiles","84.89481","25.65",,"0","0","0",,
Parin Furniture Ltd,PARIN,"Home Furnishing","84.88593","76.35",,"0","0","0",,
Ausom Enterprise Ltd,AUSOMENT,"Commodities Trading","84.67037567999999","61.55",,"0","0","0",,
McNally Bharat Engg Co Ltd,MBECL,"Construction & Engineering","84.6283028","4",,"0","0","0",,
Gautam Gems Ltd,GGLPP,,"84.4401067","7.78",,"0","0","0",,
Century Extrusions Ltd,CENTEXT,"Metals - Aluminium","84.4","10.55",,"0","0","0",,
Hisar Metal Industries Ltd,HISARMETAL,"Building Products - Pipes","84.321","153.7",,"0","0","0",,
Aarey Drugs and Pharmaceuticals Ltd,AAREYDRUGS,"Pharmaceuticals","84.27715088","33.75",,"0","0","0",,
Vippy Spin Pro Ltd,VIPPYSP,"Textiles","84.1758","140.5",,"0","0","0",,
Mefcom Capital Markets Ltd,MEFCOMCAP,,"84.04384476","18.6",,"0","0","0",,
Fiberweb (India) Ltd,FIBERWEB,"Textiles","83.92783465","29.2",,"0","0","0",,
Zeal Aqua Ltd,ZEAL,"Packaged Foods & Meats","83.83389","6.67",,"0","0","0",,
Faze Three Autofab Ltd,FAZE3AUTO,,"83.74824667","78",,"0","0","0",,
Bohra Industries Ltd,BOHRAIND,"Fertilizers & Agro Chemicals","83.56685344","55.55",,"0","0","0",,
Kore Digital Ltd,KDL,"Telecom Infrastructure","82.7728","244.75",,"0","0","0",,
Secur Credentials Ltd,SECURCRED,"Employment Services","82.7414614","20",,"0","0","0",,
Aditya Consumer Marketing Ltd,ACML,"Retail - Speciality","82.68146155","59.98",,"0","0","0",,
DB (International) Stock Brokers Ltd,DBSTOCKBRO,"Investment Banking & Brokerage","82.425","23.55",,"0","0","0",,
Bihar Sponge Iron Ltd,BIHSPONG,"Iron & Steel","82.08691673","9.07",,"0","0","0",,
Parnax Lab Ltd,PARNAXLAB,"Pharmaceuticals","82.018783856","71.7",,"0","0","0",,
Energy Development Company Ltd,ENERGYDEV,"Renewable Energy","81.9375","17.1",,"0","0","0",,
SecMark Consultancy Ltd,SECMARK,,"81.92695","80.99",,"0","0","0",,
W H Brady & Company Ltd,WHBRADY,"Heavy Machinery","81.906","313.65",,"0","0","0",,
Madhav Copper Ltd,MCL,"Metals - Copper","81.699828","30.35",,"0","0","0",,
National Fittings Ltd,NATFIT,"Iron & Steel","81.666889362","90.1",,"0","0","0",,
Halder Venture Ltd,HALDER,"Commodities Trading","81.54606","251.1",,"0","0","0",,
Prajay Engineers Syndicate Ltd,PRAENG,"Construction & Engineering","81.12551756","11.6",,"0","0","0",,
Trejhara Solutions Ltd,TREJHARA,"IT Services & Consulting","81.00072279","68.55",,"0","0","0",,
Cinevista Ltd,CINEVISTA,"Movies & TV Serials","80.98542975","14.7",,"0","0","0",,
Suvidhaa Infoserve Ltd,SUVIDHAA,"Online Services","80.9049891","3.9",,"0","0","0",,
Integrated Personnel Services Ltd,IPSL,"Employment Services","80.712912","112",,"0","0","0",,
Mysore Petro Chemicals Ltd,MYSORPETRO,"Commodity Chemicals","80.647728","125",,"0","0","0",,
BLS Infotech Ltd,BLSINFOTE,,"80.535845592","1.82",,"0","0","0",,
Giriraj Civil Developers Ltd,GIRIRAJ,"Construction & Engineering","80.518562","248.2",,"0","0","0",,
India Finsec Ltd,IFINSEC,"Diversified Financials","80.06290515","30.5",,"0","0","0",,
Eastern Logica Infoway Ltd,ELIL,,"79.5336651","290",,"0","0","0",,
Mukesh Babu Financial Services Ltd,MUKESHB,"Diversified Financials","79.46826","116",,"0","0","0",,
Lahoti Overseas Ltd,LAHOTIOV,"Textiles","79.463166","27.98",,"0","0","0",,
WeP Solutions Ltd,WEPSOLN,"IT Services & Consulting","79.147891712","22.84",,"0","0","0",,
Active Clothing Co Ltd,ACTIVE,"Textiles","79.1122965","50",,"0","0","0",,
Globe International Carriers Ltd,GICL,"Logistics","79.0875975","39.35",,"0","0","0",,
Arihant Academy Ltd,ARIHANTACA,"Education Services","78.7176","138.65",,"0","0","0",,
Landmark Property Development Co Ltd,LPDC,"Real Estate","78.4737486","5.85",,"0","0","0",,
Acknit Industries Ltd,ACKNIT,"Apparel & Accessories","78.3408","251.5",,"0","0","0",,
Peria Karamalai Tea and Produce Company Ltd,PKTEA,"Tea & Coffee","78.32627","242.55",,"0","0","0",,
VBC Ferro Alloys Ltd,VBCFERROQ,"Metals - Iron","78.08628905","50",,"0","0","0",,
Super Tannery Ltd,SUPTANERY,"Textiles","78.06473928","7.16",,"0","0","0",,
Gayatri BioOrganics Ltd,GAYATRIBI,,"78.00026057999999","10.39",,"0","0","0",,
Marsons Ltd,MARSONS,"Heavy Electrical Equipments","77.98","5.56",,"0","0","0",,
Somi Conveyor Beltings Ltd,SOMICONVEY,"Industrial Machinery","77.92242444","66.15",,"0","0","0",,
Keerti Knowledge and Skills Ltd,KEERTI,"Education Services","77.69187225","76.25",,"0","0","0",,
Cerebra Integrated Technologies Ltd,CEREBRAINT,"Technology Hardware","77.55934848","6.7",,"0","0","0",,
Quicktouch Technologies Ltd,QUICKTOUCH,"Software Services","77.452","129.5",,"0","0","0",,
Sunshine Capital Ltd,SCL,,"77.4352923","56.51",,"0","0","0",,
Lexus Granito (India) Ltd,LEXUS,"Building Products - Ceramics","77.43457133999999","40.75",,"0","0","0",,
Comrade Appliances Ltd,COMRADE,,"77.17014875","106.3",,"0","0","0",,
Motilal Oswal Midcap 100 ETF,MOM100,"Equity","77.05321196","39.18",,"0","0","0",,
Prakash Steelage Ltd,PRAKASHSTL,"Building Products - Pipes","77.0001716","4.35",,"0","0","0",,
Dutron Polymers Ltd,DUTRON,"Building Products - Pipes","76.95","130.95",,"0","0","0",,
Canopy Finance Ltd,CANOPYFIN,"Investment Banking & Brokerage","76.809850251","74",,"0","0","0",,
Tapi Fruit Processing Ltd,TAPIFRUIT,"Packaged Foods & Meats","76.80219","184.2",,"0","0","0",,
Sparc Electrex Ltd,SPAR,,"76.683965","32.53",,"0","0","0",,
Clara Industries Ltd,CLARA,,"76.2901227","181",,"0","0","0",,
Dhruv Consultancy Services Ltd,DHRUV,"Construction & Engineering","76.2348","49.75",,"0","0","0",,
Kesar India Ltd,KESAR,,"75.9036","215",,"0","0","0",,
Star Delta Transformers Ltd,STARDELTA,"Heavy Electrical Equipments","75.860057","263.95",,"0","0","0",,
Tilak Ventures Ltd,TILAK,"Diversified Financials","75.76845702","3.42",,"0","0","0",,
We Win Ltd,WEWIN,"Outsourced services","75.59784","74.4",,"0","0","0",,
Punj Lloyd Ltd,PUNJLLOYD,"Construction & Engineering","75.509042625","2.25",,"0","0","0",,
Skil Infrastructure Ltd,SKIL,"Construction & Engineering","75.2703804","3.6",,"0","0","0",,
Pulz Electronics Ltd,PULZ,"Electronic Equipments","75.2376","69",,"0","0","0",,
Banas Finance Ltd,BANASFN,,"75.19235307999999","15.6",,"0","0","0",,
Nidan Laboratories & Healthcare Ltd,NIDAN,"Hospitals & Diagnostic Centres","75.1295","46.75",,"0","0","0",,
