Name,Ticker,"Sub-Sector","Market Cap","Percentage Hold Reco's","No. of analysts with buy reco","Percentage Buy Reco’s","Percentage Sell Reco's","Total no. of analysts","Percentage Upside"
Jay Shree Tea and Industries Ltd,JAYSREETEA,"Tea & Coffee","255.5657688","0","0",,"0",,
Suraj Ltd,SURAJLTD,"Iron & Steel","255.444631","0","0",,"0",,
Bharat Road Network Ltd,BRNL,"Roads","255.208","0","0",,"0",,
Exhicon Events Media Solutions Ltd,EXHICON,,"255.204495","0","0",,"0",,
Mangalam Global Enterprise Ltd,MGEL,"Commodity Chemicals","254.478714875","0","0",,"0",,
Anmol India Ltd,ANMOL,"Commodities Trading","254.34933635","0","0",,"0",,
Bhartiya International Ltd,BIL,"Apparel & Accessories","254.03035449","0","0",,"0",,
MK Exim (India) Ltd,MKEXIM,"Textiles","253.9638255","0","0",,"0",,
Caprihans India Ltd,CAPRIHANS,"Commodity Chemicals","253.551310155","0","0",,"0",,
Rudra Global Infra Products Ltd,RUDRA,"Iron & Steel","252.86644655999999","0","0",,"0",,
Kings Infra Ventures Ltd,KINGSINFR,"Real Estate","250.75814625","0","0",,"0",,
Bharat Parenterals Ltd,BPLPHARMA,"Pharmaceuticals","250.70712439000002","0","0",,"0",,
QMS Medical Allied Services Ltd,QMSMEDI,"Hospitals & Diagnostic Centres","250.0785","0","0",,"0",,
Riddhi Siddhi Gluco Biols Ltd,RIDDHI,"Commodities Trading","250.07724395","0","0",,"0",,
Saraswati Commercial (India) Ltd,ZSARACOM,"Specialized Finance","249.94807668","0","0",,"0",,
PVP Ventures Ltd,PVP,"Real Estate","248.74119940500003","0","0",,"0",,
Emami Realty Ltd,EMAMIREAL,"Real Estate","248.445131285","0","0",,"0",,
DHP India Ltd,DHPIND,"Industrial Machinery","248.1","0","0",,"0",,
Nitin Castings Ltd,NITINCAST,"Metals - Iron","247.78639935","0","0",,"0",,
Narmada Gelatines Ltd,SHAWGELTIN,"Specialty Chemicals","247.36761243","0","0",,"0",,
India Gelatine & Chemicals Ltd,INDGELA,"Commodity Chemicals","246.528348","0","0",,"0",,
SAH Polymers Ltd,SAH,"Commodity Chemicals","245.83588","0","0",,"0",,
Par Drugs and Chemicals Ltd,PAR,"Pharmaceuticals","245.60053456","0","0",,"0",,
Videocon Industries Ltd,VIDEOIND,"Home Electronics & Appliances","245.507931654716","0","0",,"0",,
Panchmahal Steel Ltd,PANCHMAHQ,"Iron & Steel","245.15652765","0","0",,"0",,
Bambino Agro Industries Ltd,BAMBINO,"FMCG - Foods","244.95055491","0","0",,"0",,
Take Solutions Ltd,TAKE,"IT Services & Consulting","244.83077","0","0",,"0",,
Vital Chemtech Ltd,VITAL,"Commodity Chemicals","244.4209755","0","0",,"0",,
Raghuvansh Agrofarms Ltd,RAFL,"Agro Products","244.309775","0","0",,"0",,
Alpine Housing Development Corporation Limited,ALPINEHOU,"Real Estate","243.54588588000001","0","0",,"0",,
SPEL Semiconductor Ltd,SPELS,"Electronic Equipments","243.131159496","0","0",,"0",,
Lehar Footwears Ltd,LEHAR,,"243.091385615","0","0",,"0",,
SBI-ETF Nifty Bank,SETFNIFBK,"Equity","242.866097175","0","0",,"0",,
Harrisons Malayalam Ltd,HARRMALAYA,"Agro Products","242.68857575","0","0",,"0",,
Ginni Filaments Ltd,GINNIFILA,"Textiles","242.38968395","0","0",,"0",,
E2E Networks Ltd,E2E,"Software Services","240.86609664000002","0","0",,"0",,
Indo Thai Securities Ltd,INDOTHAI,"Investment Banking & Brokerage","240.6","0","0",,"0",,
Greenchef Appliances Ltd,GREENCHEF,,"240.281748","0","0",,"0",,
International Travel House Ltd,ITHL,"Hotels, Resorts & Cruise Lines","240.1947525","0","0",,"0",,
Essar Shipping Ltd,ESSARSHPNG,"Logistics","240.09224351999998","0","0",,"0",,
Raj Television Network Ltd,RAJTV,"TV Channels & Broadcasters","239.58008256","0","0",,"0",,
Kanpur Plastipack Ltd,KANPRPLA,"Packaging","239.24701790999998","0","0",,"0",,
Priti International Ltd,PRITI,"Home Furnishing","239.23166851999997","0","0",,"0",,
K M Sugar Mills Ltd,KMSUGAR,"Sugar","238.74044115","0","0",,"0",,
Modison Metals Ltd,MODISONLTD,"Electrical Components & Equipments","238.5075","0","0",,"0",,
Kaira Can Co Ltd,KAIRA,"Packaging","237.56912479000002","0","0",,"0",,
RRIL Ltd,RRIL,,"236.24665120999998","0","0",,"0",,
Indrayani Biotech Ltd,INDRANIB,"Software Services","235.928034456","0","0",,"0",,
Aaron Industries Ltd,AARON,"Heavy Electrical Equipments","235.881907415","0","0",,"0",,
ICICI Prudential Nifty Low Vol 30 ETF,ICICILOVOL,"Equity","235.24006723000002","0","0",,"0",,
Manomay Tex India Ltd,MANOMAY,"Textiles","234.633555","0","0",,"0",,
Dhabriya Polywood Ltd,DHABRIYA,"Building Products - Laminates","234.12841935","0","0",,"0",,
Mangalam Seeds Ltd,MSL,"Seeds","233.27345670999998","0","0",,"0",,
Sejal Glass Ltd,SEJALLTD,"Building Products - Glass","232.401","0","0",,"0",,
Aban Offshore Ltd,ABAN,"Oil & Gas - Equipment & Services","232.002158925","0","0",,"0",,
Indian Terrain Fashions Ltd,INDTERRAIN,"Apparel & Accessories","231.866970975","0","0",,"0",,
Murudeshwar Ceramics Ltd,MURUDCERA,"Building Products - Ceramics","230.4925637","0","0",,"0",,
Super House Ltd,SUPERHOUSE,"Footwear","229.9815","0","0",,"0",,
Latteys Industries Ltd,LATTEYS,"Industrial Machinery","229.0633668","0","0",,"0",,
Bafna Pharmaceuticals Ltd,BAFNAPH,"Pharmaceuticals","228.75675945","0","0",,"0",,
Uday Jewellery Industries Ltd,UDAYJEW,"Precious Metals, Jewellery & Watches","228.4772125","0","0",,"0",,
Nila Infrastructures Ltd,NILAINFRA,"Real Estate","228.455736","0","0",,"0",,
Nile Ltd,NILE,"Metals - Lead","228.3395235","0","0",,"0",,
Atam Valves Ltd,ATAM,"Industrial Machinery","228.31146","0","0",,"0",,
Total Transport Systems Ltd,TOTAL,"Logistics","228.19666795","0","0",,"0",,
Jay Jalaram Technologies Ltd,KORE,"Electrical Components & Equipments","228.165","0","0",,"0",,
Riddhi Corporate Services Ltd,RIDDHICORP,"IT Services & Consulting","228.024405","0","0",,"0",,
DRS Dilip Roadlines Ltd,DRSDILIP,"Logistics","227.4422853","0","0",,"0",,
Shera Energy Ltd,SHERA,"Metals - Diversified","227.085877855","0","0",,"0",,
Maral Overseas Ltd,MARALOVER,"Textiles","227.04876","0","0",,"0",,
PG Foils Ltd,PGFOILQ,"Packaging","226.640925","0","0",,"0",,
Batliboi Ltd,BATLIBOI,"Industrial Machinery","226.25833898200003","0","0",,"0",,
Shri Bajrang Alliance Ltd,SHBAJRG,"Iron & Steel","226.035","0","0",,"0",,
Premier Polyfilm Ltd,PREMIERPOL,"Home Furnishing","225.720033625","0","0",,"0",,
MEP Infrastructure Developers Ltd,MEP,"Roads","225.63864273000002","0","0",,"0",,
SoftSol India Ltd,SOFTSOL,"Software Services","225.515349475","0","0",,"0",,
MOS Utility Ltd,MOS,"Online Services","225.29301951","0","0",,"0",,
Mitsu Chem Plast Ltd,MITSU,"Commodity Chemicals","225.033264","0","0",,"0",,
Graviss Hospitality Ltd,GRAVISSHO,"Hotels, Resorts & Cruise Lines","224.81500238","0","0",,"0",,
Hemant Surgical Industries Ltd,HSIL,,"224.5644","0","0",,"0",,
Ambalal Sarabhai Enterprises Ltd,AMBALALSA,"Pharmaceuticals","223.079524656","0","0",,"0",,
Standard Capital Markets Ltd,STANCAP,"Consumer Finance","222.8034547","0","0",,"0",,
Ajanta Soya Ltd,AJANTSOY,"Agro Products","222.61595034","0","0",,"0",,
Calcom Vision Ltd,CALCOM,"Electrical Components & Equipments","222.46852241999997","0","0",,"0",,
RPP Infra Projects Ltd,RPPINFRA,"Construction & Engineering","221.84284185","0","0",,"0",,
Industrial Investment Trust Ltd,IITL,"Asset Management","221.75515425","0","0",,"0",,
Airan Ltd,AIRAN,"IT Services & Consulting","221.2854","0","0",,"0",,
Investment & Precision Castings Ltd,INVPRECQ,"Auto Parts","220.3","0","0",,"0",,
Mercantile Ventures Ltd,MERCANTILE,"Real Estate","220.03117136999998","0","0",,"0",,
Shri Keshav Cements and Infra Ltd,SKCIL,"Cement","219.84863964000002","0","0",,"0",,
All E Technologies Ltd,ALLETEC,"IT Services & Consulting","219.30875136","0","0",,"0",,
MBL Infrastructures Ltd,MBLINFRA,"Construction & Engineering","218.93716415999998","0","0",,"0",,
Rachana Infrastructure Ltd,RILINFRA,"Construction & Engineering","218.60875","0","0",,"0",,
Ashapuri Gold Ornament Ltd,AGOL,"Precious Metals, Jewellery & Watches","218.5377612","0","0",,"0",,
Eco Recycling Ltd,ECORECO,"Business Support Services","217.57085625","0","0",,"0",,
KBC Global Ltd,KBCGLOBAL,"Real Estate","216.99257265","0","0",,"0",,
Asian Hotels East Ltd,AHLEAST,"Hotels, Resorts & Cruise Lines","216.5784924","0","0",,"0",,
LGB Forge Ltd,LGBFORGE,"Industrial Machinery","215.573229015","0","0",,"0",,
Uni-Abex Alloy Products Ltd,UNIABEXAL,"Iron & Steel","215.25525","0","0",,"0",,
VTM Ltd,VTMLTD,"Textiles","214.8556116","0","0",,"0",,
Shree Rama Multi-Tech Ltd,SHREERAMA,"Plastic Products","214.216148025","0","0",,"0",,
Dhunseri Tea & Industries Ltd,DTIL,"Tea & Coffee","214.088825125","0","0",,"0",,
Megasoft Ltd,MEGASOFT,"IT Services & Consulting","213.564268695","0","0",,"0",,
GIR Natureview Resorts Ltd,GIRRESORTS,"Hotels, Resorts & Cruise Lines","213.50680175","0","0",,"0",,
Nettlinx Ltd,NETTLINX,"IT Services & Consulting","213.310353552","0","0",,"0",,
Aries Agro Ltd,ARIES,"Fertilizers & Agro Chemicals","213.01107282","0","0",,"0",,
Ashnisha Industries Ltd,ASHNI,"Iron & Steel","212.256","0","0",,"0",,
Neelamalai Agro Industries Ltd,NEAGI,"Agro Products","212.2475544","0","0",,"0",,
Pil Italica Lifestyle Ltd,PILITA,"Home Furnishing","211.5","0","0",,"0",,
JK Agri Genetics Ltd,JK AGRI,"Seeds","211.42232798499998","0","0",,"0",,
Precot Ltd,PRECOT,"Textiles","211.14","0","0",,"0",,
Rane Engine Valve Ltd,RANEENGINE,"Auto Parts","211.02905235","0","0",,"0",,
K I C Metaliks Ltd,KAJARIR,"Iron & Steel","210.242808","0","0",,"0",,
Bedmutha Industries Ltd,BEDMUTHA,"Iron & Steel","209.87656542","0","0",,"0",,
SPML Infra Ltd,SPMLINFRA,"Construction & Engineering","209.62552327999998","0","0",,"0",,
Magna Electro Castings Ltd,MAGNAELQ,"Iron & Steel","209.44682695999998","0","0",,"0",,
Scan Steels Ltd,SCANSTL,"Iron & Steel","209.35642780499998","0","0",,"0",,
Titan Biotech Ltd,TITANBIO,"Fertilizers & Agro Chemicals","208.6997435","0","0",,"0",,
Aarvi Encon Ltd,AARVI,"Outsourced services","207.86304","0","0",,"0",,
Deep Polymers Ltd,DEEP,"Specialty Chemicals","207.525528","0","0",,"0",,
Shree Vasu Logistics Ltd,SVLL,"Logistics","207.47727","0","0",,"0",,
Tips Films Ltd,TIPSFILMS,"Movies & TV Serials","207.19592598","0","0",,"0",,
Sarveshwar Foods Ltd,SARVESHWAR,"Packaged Foods & Meats","206.225128","0","0",,"0",,
VETO Switch Gears And Cables Ltd,VETO,"Electrical Components & Equipments","205.86806535","0","0",,"0",,
Maximus International Ltd,MAXIMUS,,"204.16928","0","0",,"0",,
Almondz Global Securities Ltd,ALMONDZ,"Investment Banking & Brokerage","203.838992765","0","0",,"0",,
B-Right RealEstate Ltd,BRRL,,"203.318016","0","0",,"0",,
Maheshwari Logistics Ltd,MAHESHWARI,"Logistics","202.28939132","0","0",,"0",,
GP Petroleums Ltd,GULFPETRO,"Commodity Chemicals","201.38831285","0","0",,"0",,
Indian Infotech and Software Ltd,INDINFO,"Consumer Finance","201.1179","0","0",,"0",,
Refex Renewables & Infrastructure Ltd,REFEXRENEW,,"200.69853","0","0",,"0",,
Brooks Laboratories Ltd,BROOKS,"Labs & Life Sciences Services","200.58683344000002","0","0",,"0",,
Indiabulls Enterprises Ltd,IEL,"Construction & Engineering","199.328681985","0","0",,"0",,
Josts Engineering Company Ltd,JOSTS,"Industrial Machinery","198.84187995","0","0",,"0",,
TRF Ltd,TRF,"Industrial Machinery","198.18946012","0","0",,"0",,
Lancor Holdings Ltd,LANCORHOL,"Real Estate","197.721","0","0",,"0",,
ABM Knowledgeware Ltd,ABMKNO,"Software Services","197.2816986","0","0",,"0",,
ELGI Rubber Co Ltd,ELGIRUBCO,"Tires & Rubber","197.197","0","0",,"0",,
Seacoast Shipping Services Ltd,SEACOAST,,"197.15688","0","0",,"0",,
Intrasoft Technologies Ltd,ISFT,"Retail - Online","196.74155969","0","0",,"0",,
RDB Rasayans Ltd,RDBRL,"Packaging","195.925688","0","0",,"0",,
R & B Denims Ltd,RNBDENIMS,"Textiles","195.925632","0","0",,"0",,
Panchsheel Organics Ltd,PANCHSHEEL,"Pharmaceuticals","194.870145","0","0",,"0",,
United Polyfab Gujarat Ltd,UNITEDPOLY,"Textiles","194.849415","0","0",,"0",,
Bella Casa Fashion & Retail Ltd,BELLACASA,"Textiles","194.558625","0","0",,"0",,
Infinium Pharmachem Ltd,INFINIUM,"Commodity Chemicals","194.0950837","0","0",,"0",,
South India Paper Mills Ltd,STHINPA,"Paper Products","193.875","0","0",,"0",,
McLeod Russel India Ltd,MCLEODRUSS,"Tea & Coffee","193.765388425","0","0",,"0",,
Bharat Gears Ltd,BHARATGEAR,"Auto Parts","193.62728138","0","0",,"0",,
Bimetal Bearings Ltd,BIMETAL,"Industrial Machinery","192.952125","0","0",,"0",,
Indian Acrylics Ltd,INDIANACRY,"Textiles","192.83408085","0","0",,"0",,
Suraj Products Ltd,SURAJ,"Iron & Steel","192.66","0","0",,"0",,
Synoptics Technologies Ltd,SYNOPTICS,,"191.7328","0","0",,"0",,
Kanchi Karpooram Ltd,KANCHI,"Commodity Chemicals","190.74025380999998","0","0",,"0",,
Veefin Solutions Ltd,VEEFIN,,"189.37351748","0","0",,"0",,
Aksharchem (India) Ltd,AKSHARCHEM,"Specialty Chemicals","189.17948145","0","0",,"0",,
Panasonic Carbon India Co Ltd,PANCARBON,"Batteries","188.664","0","0",,"0",,
Goyal Aluminiums Ltd,GOYALALUM,"Iron & Steel","188.4072696","0","0",,"0",,
DC Infotech and Communication Ltd,DCI,"IT Services & Consulting","188.28","0","0",,"0",,
Emkay Global Financial Services Ltd,EMKAY,"Investment Banking & Brokerage","188.12815605","0","0",,"0",,
SPL Industries Ltd,SPLIL,"Apparel & Accessories","187.92002592","0","0",,"0",,
Shree Rama Newsprint Ltd,RAMANEWS,"Paper Products","187.35298064","0","0",,"0",,
DE Neers Tools Ltd,DENEERS,"Industrial Machinery","187.1892","0","0",,"0",,
Eros International Media Ltd,EROSMEDIA,"Movies & TV Serials","187.03253205","0","0",,"0",,
North Eastern Carrying Corporation Ltd,NECCLTD,"Logistics","186.93487848","0","0",,"0",,
Mangal Credit and Fincorp Ltd,MANCREDIT,"Consumer Finance","186.47653483","0","0",,"0",,
Lorenzini Apparels Ltd,LAL,"Apparel & Accessories","186.0491086","0","0",,"0",,
Panasonic Energy India Co Ltd,PANAENERG,"Batteries","185.6625","0","0",,"0",,
Jasch Industries Ltd,JASCH,"Textiles","185.5854","0","0",,"0",,
Dangee Dums Ltd,DANGEE,"FMCG - Foods","185.539875","0","0",,"0",,
Hindustan Organic Chemicals Ltd,HOCL,"Commodity Chemicals","185.0618905","0","0",,"0",,
Avonmore Capital & Management Services Ltd,AVONMORE,"Investment Banking & Brokerage","184.7239702","0","0",,"0",,
Tyche Industries Ltd,TYCHE,"Pharmaceuticals","183.7825","0","0",,"0",,
Nippon India ETF Nifty SDL-2026 Maturity,SDL26BEES,"Debt","183.7082079","0","0",,"0",,
Palred Technologies Ltd,PALREDTEC,"IT Services & Consulting","183.61081566","0","0",,"0",,
Sadbhav Engineering Ltd,SADBHAV,"Construction & Engineering","183.580756","0","0",,"0",,
Praxis Home Retail Ltd,PRAXIS,"Home Furnishing","183.06007706","0","0",,"0",,
Lovable Lingerie Ltd,LOVABLE,"Apparel & Accessories","182.854","0","0",,"0",,
Zodiac Energy Ltd,ZODIAC,"Renewable Energy Equipment & Services","182.2594952","0","0",,"0",,
Newtime Infrastructure Ltd,NEWINFRA,"Real Estate","181.929528","0","0",,"0",,
Rajshree Polypack Ltd,RPPL,"Plastic Products","180.607975","0","0",,"0",,
Bhatia Communications & Retail (India) Ltd,BHATIA,"Retail - Speciality","180.469184","0","0",,"0",,
Navkar Urbanstructure Ltd,NAVKAR,"Cement","179.984038","0","0",,"0",,
Aspinwall & Co Ltd,ASPINWALL,"Tea & Coffee","179.58607536","0","0",,"0",,
CG VAK Software and Exports Ltd,CGVAK,"Software Services","179.383104","0","0",,"0",,
Aveer Foods Ltd,AVEER,,"179.29749652","0","0",,"0",,
Apollo Finvest (India) Ltd,APOLLOFI,"Diversified Financials","179.13529608","0","0",,"0",,
Simplex Infrastructures Ltd,SIMPLEXINF,"Construction & Engineering","178.8570266","0","0",,"0",,
Future Consumer Ltd,FCONSUMER,"FMCG - Foods","178.7883615","0","0",,"0",,
UMA Exports Ltd,UMAEXPORTS,"Agro Products","178.5159024","0","0",,"0",,
Paul Merchants Ltd,PML,"Consumer Finance","177.63326","0","0",,"0",,
Indianivesh Ltd,INDIANVSH,"Diversified Financials","176.93425","0","0",,"0",,
Atal Realtech Ltd,ATALREAL,"Construction & Engineering","176.80989","0","0",,"0",,
Competent Automobiles Company Ltd,COMPEAU,"Retail - Speciality","176.78969","0","0",,"0",,
Akshar Spintex Ltd,AKSHAR,"Textiles","176.617935","0","0",,"0",,
Intense Technologies Ltd,INTENTECH,"IT Services & Consulting","176.0058675","0","0",,"0",,
Surat Textile Mills Ltd,SURATEX,"Textiles","175.87503648","0","0",,"0",,
Alphageo (India) Ltd,ALPHAGEO,"Oil & Gas - Equipment & Services","175.572097695","0","0",,"0",,
Mahalaxmi Rubtech Ltd,MHLXMIRU,"Textiles","175.500044375","0","0",,"0",,
J C T Ltd,JCTLTD,"Textiles","175.403188028","0","0",,"0",,
Bhagyanagar India Ltd,BHAGYANGR,"Electrical Components & Equipments","174.6927","0","0",,"0",,
Ruchi Infrastructure Ltd,RUCHINFRA,"Agro Products","174.55657302","0","0",,"0",,
BSL Ltd,BSL,"Textiles","173.4230308","0","0",,"0",,
Lotus Eye Hospital and Institute Ltd,LOTUSEYE,"Hospitals & Diagnostic Centres","173.2334289","0","0",,"0",,
Surani Steel Tubes Ltd,SURANI,"Building Products - Pipes","173.17702","0","0",,"0",,
IP Rings Ltd,IPRINGLTD,"Auto Parts","173.1523159","0","0",,"0",,
GEE Ltd,GEE,"Industrial Machinery","173.109172026","0","0",,"0",,
Mangalam Drugs and Organics Ltd,MANGALAM,"Pharmaceuticals","172.68618568","0","0",,"0",,
Prima Plastics Ltd,PRIMAPLA,"Housewares","172.54237195","0","0",,"0",,
Sprayking Agro Equipment Ltd,SPRAYKING,"Agricultural & Farm Machinery","172.36319926","0","0",,"0",,
Duncan Engineering Ltd,DUNCANENG,"Auto Parts","172.03032","0","0",,"0",,
Ducon Infratechnologies Ltd,DUCON,"IT Services & Consulting","171.56070954","0","0",,"0",,
Parshva Enterprises Ltd,PARSHVA,"Precious Metals, Jewellery & Watches","171.498966685","0","0",,"0",,
Modi Rubber Ltd,MODIRUBBER,"Tires & Rubber","171.15203622","0","0",,"0",,
Cosmic CRF Ltd,COSMICCRF,,"170.93879","0","0",,"0",,
Visa Steel Ltd,VISASTEEL,"Iron & Steel","170.7895125","0","0",,"0",,
Naga Dhunseri Group Ltd,NDGL,"Investment Banking & Brokerage","170.75","0","0",,"0",,
Deepak Spinners Ltd,DEEPAKSP,"Textiles","170.31612792","0","0",,"0",,
PNGS Gargi Fashion Jewellery Ltd,GARGI,,"170.27123305499998","0","0",,"0",,
Robust Hotels Ltd,RHL,"Hotels, Resorts & Cruise Lines","170.15028864","0","0",,"0",,
Alphalogic Techsys Ltd,ALPHALOGIC,"Software Services","169.985563979","0","0",,"0",,
MPS Infotecnics Ltd,VISESHINFO,"IT Services & Consulting","169.849649475","0","0",,"0",,
Basant Agro Tech (India) Ltd,BASANTGL,"Commodity Chemicals","169.835935","0","0",,"0",,
Vipul Ltd,VIPULLTD,"Real Estate","169.7780392","0","0",,"0",,
Reliance Naval and Engineering Ltd,RNAVAL,"Shipbuilding","169.64599049","0","0",,"0",,
Kimia Biosciences Ltd,KIMIABL,"Pharmaceuticals","169.37961278","0","0",,"0",,
Wanbury Ltd,WANBURY,"Pharmaceuticals","169.16497465999998","0","0",,"0",,
Patels Airtemp (India) Ltd,PATELSAI,"Industrial Machinery","168.9210112","0","0",,"0",,
Jocil Ltd,JOCIL,"Commodity Chemicals","168.8306615","0","0",,"0",,
DIGJAM Ltd,DIGJAMLMTD,"Textiles","168.1","0","0",,"0",,
Asian Hotels (West) Ltd,AHLWEST,"Hotels, Resorts & Cruise Lines","167.95219215","0","0",,"0",,
Anlon Technology Solutions Ltd,ANLON,"Construction & Engineering","167.393325","0","0",,"0",,
Reliance Home Finance Ltd,RHFL,"Home Financing","167.34529221","0","0",,"0",,
Frontier Springs Ltd,FRONTSP,"Industrial Machinery","167.24886961500002","0","0",,"0",,
A Infrastructure Ltd,KEIL,,"167.171144","0","0",,"0",,
Lykis Ltd,LYKISLTD,"FMCG - Personal Products","166.568207535","0","0",,"0",,
International Combustion (India) Ltd,INTLCOMBQ,"Industrial Machinery","166.43491788","0","0",,"0",,
Bodhi Tree Multimedia Ltd,BTML,"Movies & TV Serials","166.32176","0","0",,"0",,
Bombay Oxygen Investments Ltd,BOMOXY-B1,"Conglomerates","166.31475","0","0",,"0",,
Lloyds Luxuries Ltd,LLOYDS,"Wellness Services","166.1625","0","0",,"0",,
V-Marc India Ltd,VMARCIND,"Electrical Components & Equipments","165.7659384","0","0",,"0",,
Future Retail Ltd,FRETAIL,"Retail - Department Stores","165.396644095","0","0",,"0",,
IVP Ltd,IVP,"Commodity Chemicals","165.32347063","0","0",,"0",,
Krishna Defence & Allied Industries Ltd,KRISHNADEF,"Industrial Machinery","165.06","0","0",,"0",,
Silicon Rental Solutions Ltd,SRSOLTD,,"164.91696","0","0",,"0",,
Debock Industries Ltd,DIL,"Agricultural & Farm Machinery","164.892","0","0",,"0",,
Sicagen India Ltd,SICAGEN,"Building Products - Pipes","164.459918704","0","0",,"0",,
Texmo Pipes and Products Ltd,TEXMOPIPES,"Plastic Products","164.36785","0","0",,"0",,
Infollion Research Services Ltd,INFOLLION,"Business Support Services","164.30927732","0","0",,"0",,
Majestic Auto Ltd,MAJESAUT,"Auto Parts","164.2801524","0","0",,"0",,
Shree Ajit Pulp and Paper Ltd,SAPPL,"Paper Products","163.861453","0","0",,"0",,
Inventure Growth & Securities Ltd,INVENTURE,"Investment Banking & Brokerage","163.8","0","0",,"0",,
Magnum Ventures Ltd,MAGNUM,"Paper Products","163.56794328","0","0",,"0",,
Pashupati Cotspin Ltd,PASHUPATI,"Textiles","163.5388","0","0",,"0",,
Manaksia Aluminium Co Ltd,MANAKALUCO,"Metals - Aluminium","163.50745475","0","0",,"0",,
Nippon India ETF PSU Bank BeES,PSUBNKBEES,"Equity","163.46488893","0","0",,"0",,
Aurangabad Distillery Ltd,AURDIS,"Alcoholic Beverages","162.811","0","0",,"0",,
Compucom Software Ltd,COMPUSOFT,"Education Services","162.60226134","0","0",,"0",,
Kakatiya Cement Sugar and Industries Ltd,KAKATCEM,"Cement","162.51250149","0","0",,"0",,
Jullundur Motor Agency (Delhi) Ltd,JMA,"Auto Parts","161.94307286","0","0",,"0",,
Chaman Metallics Ltd,CMNL,"Iron & Steel","161.0995497","0","0",,"0",,
Udayshivakumar Infra Ltd,USK,"Construction & Engineering","161.08928322","0","0",,"0",,
DRC Systems India Ltd,DRCSYSTEMS,"Advertising","160.9010499","0","0",,"0",,
SBEC Sugar Ltd,SBECSUG,"Sugar","160.25999844","0","0",,"0",,
Sundaram Brake Linings Ltd,SUNDRMBRAK,"Auto Parts","159.527343375","0","0",,"0",,
Keltech Energies Ltd,KELENRG,"Commodity Chemicals","159.23","0","0",,"0",,
Smartlink Holdings Ltd,SMARTLINK,"Communication & Networking","159.10125","0","0",,"0",,
DJ Mediaprint & Logistics Ltd,DJML,,"159.0609696","0","0",,"0",,
Kifs Financial Services Ltd,KIFS,"Specialized Finance","158.42961","0","0",,"0",,
Shri Venkatesh Refineries Ltd,SVRL,,"158.1531952","0","0",,"0",,
G M Polyplast Ltd,GMPL,,"158.015704","0","0",,"0",,
Naysaa Securities Ltd,NAYSAA,"Investment Banking & Brokerage","157.9316625","0","0",,"0",,
Sudarshan Pharma Industries Ltd,SUDARSHAN,,"157.63155985","0","0",,"0",,
Scoobee Day Garments (India) Ltd,SCOOBEEDAY,,"157.3425","0","0",,"0",,
T T Ltd,TTL,"Textiles","157.1507455","0","0",,"0",,
Concord Control System Ltd,CNCRD,,"157.08","0","0",,"0",,
Securekloud Technologies Ltd,SECURKLOUD,"Software Services","157.0298435","0","0",,"0",,
Aryaman Financial Services Ltd,ARYAMAN,"Investment Banking & Brokerage","156.83085","0","0",,"0",,
Touchwood Entertainment Ltd,TOUCHWOOD,"Advertising","156.28211075","0","0",,"0",,
Hazoor Multi Projects Ltd,HAZOOR,"Real Estate","155.8431","0","0",,"0",,
Accuracy Shipping Ltd,ACCURACY,"Logistics","155.8296","0","0",,"0",,
Madhav Infra Projects Ltd,MADHAVIPL,"Construction & Engineering","155.27897855999998","0","0",,"0",,
Trident Lifeline Ltd,TLL,,"155.2392","0","0",,"0",,
Fluidomat Ltd,FLUIDOM,"Industrial Machinery","155.10196","0","0",,"0",,
Shardul Securities Ltd,SHARDUL,"Investment Banking & Brokerage","154.738643019","0","0",,"0",,
Available Finance Ltd,AVAILFC,"Specialized Finance","154.6370735","0","0",,"0",,
Emmbi Industries Ltd,EMMBI,"Packaging","154.52433375","0","1","100","0","1","12.192329708070984"
Standard Industries Ltd,SIL,"Textiles","154.3894584","0","0",,"0",,
Manas Properties Ltd,MANAS,"Real Estate","153.92","0","0",,"0",,
Ravinder Heights Ltd,RVHL,"Real Estate","153.43311873","0","0",,"0",,
Byke Hospitality Ltd,BYKE,"Hotels, Resorts & Cruise Lines","153.374085","0","0",,"0",,
SMS Lifesciences India Ltd,SMSLIFE,"Pharmaceuticals","153.32600020499999","0","0",,"0",,
Shiva Texyarn Ltd,SHIVATEX,"Textiles","152.9600134","0","0",,"0",,
Weizmann Ltd,WEIZMANIND,"Textiles","152.48448691500002","0","0",,"0",,
Duroply Industries Ltd,DUROPLY,"Paper Products","152.3495064","0","0",,"0",,
AKI India Ltd,AKI,"Apparel & Accessories","152.266876125","0","0",,"0",,
Radhe Developers (India) Ltd,RADHEDE,"Real Estate","152.086596","0","0",,"0",,
Lambodhara Textiles Ltd,LAMBODHARA,"Textiles","152.03184","0","0",,"0",,
Triton Valves Ltd,TRITONV,"Auto Parts","151.3239285","0","0",,"0",,
Pansari Developers Ltd,PANSARI,"Real Estate","151.176522","0","0",,"0",,
Suyog Gurbaxani Funicular Ropeways Ltd,SGFRL,,"151.03799865","0","0",,"0",,
Starteck Finance Ltd,STARTECK,"Diversified Financials","150.7361193","0","0",,"0",,
Freshtrop Fruits Ltd,FRSHTRP,"Agro Products","150.55093392999999","0","0",,"0",,
SoftTech Engineers Ltd,SOFTTECH,"Software Services","150.4614363","0","0",,"0",,
IRIS Business Services Ltd,IRIS,"IT Services & Consulting","149.95219969000001","0","0",,"0",,
