Name,Ticker,"Sub-Sector","Market Cap","Earnings Quality Rank","Fundamental Score","Price Momentum Rank","Price to Intrinsic Value Rank","Value Momentum Rank"
Global Vectra Helicorp Ltd,GLOBALVECT,"Airlines","106.96","46",,"80",,"94"
James Warren Tea Ltd,JAMESWARREN,"Agro Products","106.92","90",,"33","91","73"
KG Petrochem Ltd,KGPETRO,"Textiles","106.61282","33",,"32","100","84"
R S Software (India) Ltd,RSSOFTWARE,"Software Services","106.56097811000001","25","3.64090909090909","18",,"3"
Aimco Pesticides Ltd,AIMCOPEST,"Fertilizers & Agro Chemicals","106.55754456","98",,,,
Hindustan Tin Works Ltd,HINDTIN,"Packaging","106.440755505","59",,"56","99","95"
BCPL Railway Infrastructure Ltd,BCPL,"Construction & Engineering","106.295443128",,,,,
Aatmaj Healthcare Ltd,AATMAJ,"nan","106.107",,,,,
ICICI Prudential Silver ETF,ICICISILVE,"Equity","105.953940543",,,,,
Gujarat Natural Resources Ltd,GNRL,"Oil & Gas - Exploration & Production","105.61116482","5",,"39",,"12"
Surana Solar Ltd,SURANASOL,"Renewable Energy Equipment & Services","105.302124","5","5.33333333333333","24",,"8"
Ishan Dyes and Chemicals Ltd,ISHANCH,"Commodity Chemicals","105.26009794","5",,"19","97","36"
Lasa Supergenerics Ltd,LASA,"Pharmaceuticals","105.2126019",,"3.49571428571429",,,
Rungta Irrigation Ltd,RUNGTAIR,"Building Products - Pipes","105.164004","13",,"95",,"79"
TCI Industries Ltd,TCIIND,"Commodities Trading","104.83935185499999","10",,,,
KBS India Ltd,KBSINDIA,"Investment Banking & Brokerage","104.7600582","31",,"71",,"47"
Shah Metacorp Ltd,SHAH,"Iron & Steel","104.69928294","1","0.694029850746269","83",,"57"
Nirman Agri Genetics Ltd,NIRMAN,"Agro Products","104.671648","51",,,"28",
Rts Power Corporation Ltd,RTSPOWR,"Heavy Electrical Equipments","104.4750575","24",,"92",,"86"
Zee Learn Ltd,ZEELEARN,"Education Services","104.349672","51","4.22222222222222",,,
Sundaram Multi Pap Ltd,SUNDARAM,"Paper Products","104.25311006","60",,"12",,"39"
Machino Plastics Ltd,MACPLASQ,"Auto Parts","104.110812","82",,,,
MRO-TEK Reality Ltd,MRO-TEK,"Communication & Networking","103.97981012999999","73",,"15","100","64"
Palash Securities Ltd,PALASHSECU,"Diversified Financials","103.78218325","21","3.34925373134328","49",,"28"
Krishna Ventures Ltd,KRISHNA,"Real Estate","103.734",,,"54",,"25"
Accel Ltd,ACCEL,"Movies & TV Serials","103.34245979500001","44",,,,
Srei Infrastructure Finance Ltd,SREINFRA,"Specialized Finance","103.132698265","30",,,,
Damodar Industries Ltd,DAMODARIND,"Textiles","102.986","83",,"37","100","86"
G G Engineering Ltd,GGENG,"Auto Parts","102.9013596","6",,"28",,"7"
Sonam Clock Ltd,SONAMCLOCK,"Precious Metals, Jewellery & Watches","102.88224","46",,"73",,"88"
Kranti Industries Ltd,KRANTI,"Auto Parts","102.7827144","60",,"69",,"80"
Sonal Mercantile Ltd,SONAL,"Diversified Financials","102.683303675","23",,"19","100","52"
Captain Polyplast Ltd,CPL,"Industrial Machinery","102.57121644","40",,"92",,"96"
Credent Global Finance Ltd,CGFL,,"102.5015625",,,,,
Pioneer Embroideries Ltd,PIONEEREMB,"Apparel & Accessories","102.37180239","43","5.60294117647059","32","97","71"
T & I Global Ltd,TIGLOB,"Agro Products","102.36754","87",,"94","97","98"
Cravatex Ltd,CRAVATEX,"Commodities Trading","102.268132","19",,"19",,"7"
Nandani Creation Ltd,JAIPURKURT,"Apparel & Accessories","102.1051735","6",,"66",,"41"
Electrotherm (India) Ltd,ELECTHERM,"Iron & Steel","102.06994014","87","1.96268656716418","46",,"66"
Everest Organics Ltd,EVERESTO,"Pharmaceuticals","101.8","38",,"2",,"32"
Future Enterprises Ltd,FELDVR,"Conglomerates","101.72925322500001","1","3.654081632653062","2",,
Vinny Overseas Ltd,VINNY,"Textiles","101.191140285","80",,,,
Goldstar Power Ltd,GOLDSTAR,"Batteries","101.0961",,,,,
Western India Plywoods Ltd,WIPL,"Wood Products","101.0842194","58",,"54",,"56"
Shri Krishna Devcon Ltd,SHRIKRISH,"Real Estate","100.8","21",,"46",,"35"
Hindprakash Industries Ltd,HPIL,"Diversified Chemicals","100.33205875","23",,"40",,"35"
Patdiam Jewellery Ltd,PJL,"Precious Metals, Jewellery & Watches","99.7227","61",,,"85",
Lagnam Spintex Ltd,LAGNAM,"Textiles","99.388125","17",,"24","93","72"
BLB Ltd,BLBLIMITED,"Investment Banking & Brokerage","99.38668504","6",,"56",,"78"
Transcorp International Ltd,TRANSCOR,"Consumer Finance","98.976084496","55",,"53",,"36"
CHL Ltd,CHLLTD,"Hotels, Resorts & Cruise Lines","98.61810371","19",,"58",,"76"
Add-Shop E-Retail Ltd,ASRL,"FMCG - Personal Products","98.302583232","61",,"5","100","59"
Simbhaoli Sugars Ltd,SIMBHALS,"Sugar","98.2440676","23","3.55223880597015","44",,"60"
RDB Realty & Infrastructure Ltd,RDBRIL,"Real Estate","98.2215622","2",,"70","97","94"
GI Engineering Solutions Ltd,GISOLUTION,"Construction & Engineering","98.1790344","7",,,,
Aym Syntex Ltd,AYMSYNTEX,"Textiles","98.17890865","33","5.30819672131147","36","99","82"
Lohia Securities Ltd,LOHIASEC,"Investment Banking & Brokerage","98.1651","40",,"58","100","94"
Kalyani Forge Ltd,KALYANIFRG,"Iron & Steel","98.08048","60",,"77","85","91"
Phoenix Township Ltd,PHOENIXTN,"Hotels, Resorts & Cruise Lines","97.88982","35",,"48",,"25"
Garnet International Ltd,GARNETINT,"Textiles","97.70376",,,"86",,
Sikko Industries Ltd,SIKKO,"Fertilizers & Agro Chemicals","97.524",,,"12",,
LKP Finance Ltd,LKPFIN,"Investment Banking & Brokerage","97.40682825","10",,"33","100","84"
Dollex Agrotech Ltd,DOLLEX,"Sugar","97.12552","78",,,,
KCD Industries India Ltd,KCDGROUP,,"96.94285677",,,"93",,"68"
WAA Solar Ltd,WAA,"Renewable Energy","96.8473772","15",,"58","97","92"
Prolife Industries Ltd,PROLIFE,"Commodity Chemicals","96.8454624","62",,,"69",
Superior Industrial Enterprises Ltd,SIEL,"Packaging","96.8392","15",,"62",,"46"
Cian Agro Industries & Infrastructure Ltd,CIANAGRO,"Agro Products","96.60730954","80",,"3",,"55"
McDowell Holdings Ltd,MCDHOLDING,"Asset Management","96.19677375",,,,,
Savera Industries Ltd,SAVERA,"Hotels, Resorts & Cruise Lines","96.163536","49",,"31",,"45"
Resonance Specialties Ltd,RESONANCE,"Specialty Chemicals","96.1038","77",,"19","99","65"
LIC MF G-SEC Long Term ETF,LICNETFGSC,"Debt","96.08053938",,,,,
Tirupati Tyres Ltd,TTIL,"Tires & Rubber","96.062955","10",,"95",,"69"
Sal Automotive Ltd,SALAUTO,"Auto Parts","95.90852","8",,"97",,"79"
RSD Finance Ltd,RSDFIN,"Diversified Financials","95.90752384","33",,"25","99","83"
Amba Enterprises Ltd,AEL,"Electrical Components & Equipments","95.903136","15",,"56","91","72"
IL&FS Transportation Networks Ltd,IL&FSTRANS,"Roads","95.39840783",,,"10",,
Shriram Asset Management Co Ltd,SRAMSET,"Asset Management","95.3274399","1",,"55",,"43"
IDBI Gold Exchange Traded Fund,IDBIGOLD,"Gold","95.11848704",,,,,
Sunshine Capital Ltd,SCL,,"95.0265282","22",,,,
Khfm Hospitality and Facility Management Services Ltd,KHFM,"Business Support Services","94.89649776499999",,,,,
Sumit Woods Ltd,SUMIT,"Real Estate","94.8198364","9",,"76",,"86"
Shradha Infraprojects Ltd,SHRADHA,"Real Estate","94.76715456000001","3",,"80",,"94"
Bharat Immunologicals and Biologicals Corporation Ltd,BIBCL,"Pharmaceuticals","94.69374","1",,"7",,"2"
Future Lifestyle Fashions Ltd,FLFL,"Retail - Apparel","94.6631747","86",,"5",,"23"
HG Industries Ltd,HGIND,,"94.57112287999999","10",,,,
Sakthi Finance Ltd,SAKTHIFIN,"Consumer Finance","94.5","24",,"85",,"98"
Grob Tea Co Ltd,GROBTEA,"Tea & Coffee","94.448498","59",,"30","78","59"
POCL Enterprises Ltd,POEL,"Commodity Chemicals","94.31790468","59",,"65","61","79"
Mercury Laboratories Ltd,MERCURYLAB,"Pharmaceuticals","94.314","35",,"76","76","83"
BSEL Infrastructure Realty Ltd,BSELINFRA,"Real Estate","94.26581444","19",,"74",,"95"
KPT Industries Ltd,KPT,"Industrial Machinery","94.197","36",,"97","90","95"
Steel City Securities Ltd,STEELCITY,"Investment Banking & Brokerage","94.041666375","83",,"82","99","99"
Lexus Granito (India) Ltd,LEXUS,"Building Products - Ceramics","94.0345476",,,"25",,
B.A.G. Films and Media Ltd,BAGFILMS,"Movies & TV Serials","94.01109275","51",,"1",,"4"
Parin Furniture Ltd,PARIN,"Home Furnishing","94.00269","55",,,"70",
Prismx Global Ventures Ltd,PRISMX,,"93.96727053","39",,"7",,"22"
HIM Teknoforge Ltd,HIMTEK,"Auto Parts","93.68425056","61",,"79","98","97"
National Plastic Technologies Ltd,NATPLASTI,"Plastic Products","93.39354045","32",,"87","63","85"
Caspian Corporate Services Ltd,CASPIAN,,"93.3464","15",,"87",,"63"
Akar Auto Industries Ltd,AAIL,"Auto Parts","93.26234645","80",,"85","93","98"
BDH Industries Ltd,BDH,"Pharmaceuticals","93.095541","62",,"16","91","45"
Vistar Amar Ltd,VISTARAMAR,,"93.088","28",,"28","39","12"
Globesecure Technologies Ltd,GSTL,"IT Services & Consulting","93.08732678","71",,"25",,"6"
Captain Technocast Ltd,CTCL,"Industrial Machinery","92.911455","12",,,,
Global Offshore Services Ltd,GLOBOFFS,"Oil & Gas - Equipment & Services","92.88134650800001","32",,"50",,"59"
NTC Industries Ltd,NTCIND,"FMCG - Tobacco","92.721272","12",,"36","94","67"
Cell Point (India) Ltd,CELLPOINT,"nan","92.587148","40",,,,
Rishiroop Ltd,RISHIROOP,"Commodity Chemicals","92.5523903","90",,"33","100","80"
Raja Bahadur International Ltd,RAJABAH,"Real Estate","92.5","25",,,,
Pooja Entertainment And Films Ltd,POOJAENT,,"92.359235","30",,"14","51","7"
MITCON Consultancy & Engineering Services Ltd,MITCON,"Education Services","92.34009888",,,"46",,
Ai Champdany Industries Ltd,AICHAMP,"Textiles","92.261493","11",,"92",,"76"
Sintex Plastics Technology Ltd,SPTL,"Plastic Products","92.24193792",,"0.514285714285714",,,
Rajeshwari Cans Ltd,RCAN,,"92.0673","5",,,,
Digicontent Ltd,DGCONTENT,"Online Services","91.965537285","100","3.85","21","100","72"
Marshall Machines Ltd,MARSHALL,"Industrial Machinery","91.665","18",,"100",,"89"
Bhilwara Technical Textiles Ltd,BTTL,"Commodities Trading","91.58771554500001","11",,"42",,"21"
Patel Integrated Logistics Ltd,PATINTLOG,"Logistics","91.45355986","61","4.03181818181818","16",,"50"
Bansal Roofing Products Ltd,BRPL,,"90.898164","45",,"34",,"33"
Mirae Asset S&P 500 Top 50 ETF,MASPTOP50,"Equity","90.884969692",,,,,
Hindcon Chemicals Ltd,HINDCON,"Commodity Chemicals","90.81216875",,,,,
Delta Manufacturing Ltd,DELTAMAGNT,"Industrial Machinery","90.5525964","15",,"52",,"28"
Prerna Infrabuild Ltd,PRERINFRA,"Real Estate","90.53559018","69",,"12",,"46"
Hindustan Adhesives Ltd,HINDADH,"Packaging","90.3794395","90",,"20","99","77"
Archies Ltd,ARCHIES,"Retail - Speciality","90.3615","17",,"43",,"41"
Setco Automotive Ltd,SETCO,"Auto Parts","90.292910625","2",,"42",,"15"
WeP Solutions Ltd,WEPSOLN,"IT Services & Consulting","90.278063984","83",,"14",,"48"
Genpharmasec Ltd,GENPHARMA,"Commodities Trading","90.2563111","7",,"24",,"5"
LKP Securities Ltd,LKPSEC,"Diversified Financials","89.95330232","4",,"28",,"34"
Viviana Power Tech Ltd,VIVIANA,"Electrical Components & Equipments","89.55","78",,,"47",
Soma Textiles & Industries Ltd,SOMATEX,"Textiles","89.51943","76","0.868852459016393","96",,"91"
AKG Exim Ltd,AKG,"Commodities Trading","89.29217856","71",,"43",,"25"
Flexituff Ventures International Ltd,FLEXITUFF,"Packaging","89.27803232000001","65",,"53",,"76"
Coral Laboratories Ltd,CORALAB,"Pharmaceuticals","89.029192","18",,"11","98","62"
Ludlow Jute & Specialities Ltd,LUDLOWJUT,"Textiles","88.95365183999999","44",,,,
Mcon Rasayan India Ltd,MCON,"Building Products - Others","88.882875","10",,,,
McNally Bharat Engg Co Ltd,MBECL,"Construction & Engineering","88.85971794",,"1.6984126984127",,,
Tokyo Plast International Ltd,TOKYOPLAST,"Housewares","88.790583","17",,"37",,"26"
Mirae Asset NYSE FANG+ ETF,MAFANG,"Equity","88.390709484",,,,,
Kemp and Company Ltd,KEMP,"Retail - Speciality","88.25234","3",,,,
Pacific Industries Ltd,PACIFICI,"Mining - Diversified","88.22592","16",,"4","100","56"
ANG Lifesciences India Ltd,ANG,"Pharmaceuticals","87.93450465800001","19",,"1","100","69"
B & A Packaging India Ltd,BAPACK,"Paper Products","87.6272325","40",,"2","97","44"
Chandra Bhagat Pharma Ltd,CBPL,,"87.5226496","92",,,,
Anik Industries Ltd,ANIKINDS,"Commodities Trading","87.4234809","62","4.37631578947368","25",,"76"
Kalyan Capitals Ltd,KALYANCAP,,"87.06672809","66",,"33",,"18"
United Van Der Horst Ltd,UVDRHOR,,"87.0161325","5",,"99","37","82"
Aditya BSL Banking ETF,ABSLBANETF,"Equity","86.96789971",,,,,
Secur Credentials Ltd,SECURCRED,"Employment Services","86.8477374","76",,"45",,"55"
Faze Three Autofab Ltd,FAZE3AUTO,,"86.847253493","44",,"42","100","80"
Vippy Spin Pro Ltd,VIPPYSP,"Textiles","86.5825","18",,"89","99","96"
W H Brady & Company Ltd,WHBRADY,"Heavy Machinery","86.48325","71",,"99","80","96"
ICICI Prudential Liquid ETF,ICICILIQ,"Debt","86.396236029",,,,,
Zeal Aqua Ltd,ZEAL,"Packaged Foods & Meats","86.35521","11",,"19",,"22"
Bright Brothers Ltd,BRIGHTBR,"Commodity Chemicals","86.339572","8",,"36",,"48"
Sagarsoft (India) Ltd,SAGARSOFT,"IT Services & Consulting","86.26325181","58",,"11","97","67"
Shah Alloys Ltd,SHAHALLOYS,"Iron & Steel","86.2182867","33",,"43","100","90"
Nagpur Power and Industries Ltd,NAGPI,"Mining - Manganese","86.03748098999999","15",,"41",,"22"
Mefcom Capital Markets Ltd,MEFCOMCAP,,"86.00898088","14",,"46",,"17"
Pmc Fincorp Ltd,PMCFIN,"Diversified Financials","85.449792","1",,"25",,"16"
Fiberweb (India) Ltd,FIBERWEB,"Textiles","85.36742015","34","5.24918032786885","36","99","81"
Ausom Enterprise Ltd,AUSOMENT,"Commodities Trading","84.73849344","64",,"16","94","66"
SVP Housing Ltd,SVPHOUSING,"Real Estate","84.628058","23",,,,
Shalibhadra Finance Ltd,SAHLIBHFI,"Diversified Financials","84.501725",,,"16",,
Mukesh Babu Financial Services Ltd,MUKESHB,"Diversified Financials","84.34789","9",,"75",,"91"
Kothari Fermentation and Biochem Ltd,KFBL,"Agro Products","84.015","10",,"9",,"24"
Nitiraj Engineers Ltd,NITIRAJ,"Electronic Equipments","84.006945","15","4.72857142857143","44",,"24"
SecMark Consultancy Ltd,SECMARK,,"83.648453","13",,"30",,"7"
Canopy Finance Ltd,CANOPYFIN,"Investment Banking & Brokerage","83.546998887","13",,,,
Shalimar Wires Industries Ltd,SHALIWIR,"Electrical Components & Equipments","83.37248985","44",,"61",,"85"
Aarey Drugs and Pharmaceuticals Ltd,AAREYDRUGS,"Pharmaceuticals","83.26176352","20",,"5",,"7"
Pentagon Rubber Ltd,PENTAGON,,"83.1138",,,,,
Yash Chemex Ltd,YASHCHEM,"Commodities Trading","83.0127162","22",,"92",,"73"
Sumuka Agro Industries Ltd,SUMUKA,,"82.90513805","21",,"91",,"69"
Peria Karamalai Tea and Produce Company Ltd,PKTEA,"Tea & Coffee","82.1497065","26","4.8544776119403","24",,"60"
Panache Digilife Ltd,PANACHE,"Technology Hardware","82.02","85","7.9","60",,"70"
Energy Development Company Ltd,ENERGYDEV,"Renewable Energy","81.9375","84",,"48",,"89"
Halder Venture Ltd,HALDER,"Commodities Trading","81.86213","96",,"3","100","65"
Mysore Petro Chemicals Ltd,MYSORPETRO,"Commodity Chemicals","81.83275584","5",,"41","100","70"
Landmark Property Development Co Ltd,LPDC,"Real Estate","81.8273276","19",,"25",,"11"
Pulz Electronics Ltd,PULZ,"Electronic Equipments","81.78",,,,,
Bohra Industries Ltd,BOHRAIND,"Fertilizers & Agro Chemicals","81.70822367999999",,,,,
Lahoti Overseas Ltd,LAHOTIOV,"Textiles","81.563514","74",,"11","100","76"
Shraddha Prime Projects Ltd,SHRADDHA,,"81.52112718",,,,,
Prajay Engineers Syndicate Ltd,PRAENG,"Construction & Engineering","81.475196515","32",,"4",,"6"
Delton Cables Ltd,DLTNCBL,,"81.44064","38",,"79",,"83"
Ambani Organics Ltd,AMBANIORG,"Diversified Chemicals","81.37313635","2",,,"47",
Bihar Sponge Iron Ltd,BIHSPONG,"Iron & Steel","81.004451894","32",,"67",,"91"
Parnax Lab Ltd,PARNAXLAB,"Pharmaceuticals","80.95062156799999","47",,"2","97","56"
Quicktouch Technologies Ltd,QUICKTOUCH,"Software Services","80.92","95",,,"45",
Dutron Polymers Ltd,DUTRON,"Building Products - Pipes","80.91","84",,"36","49","38"
Suvidhaa Infoserve Ltd,SUVIDHAA,"Online Services","80.9049891","49",,"31",,"10"
National Fittings Ltd,NATFIT,"Iron & Steel","80.676822524","23",,"92",,"90"
Giriraj Civil Developers Ltd,GIRIRAJ,"Construction & Engineering","80.518562","6",,,"69",
Jeevan Scientific Technology Ltd,JSTL,"Labs & Life Sciences Services","80.512598215","88",,"1","100","52"
DB (International) Stock Brokers Ltd,DBSTOCKBRO,"Investment Banking & Brokerage","80.325","49",,"55",,"88"
Globe International Carriers Ltd,GICL,"Logistics","80.193015","93",,,,
Tapi Fruit Processing Ltd,TAPIFRUIT,"Packaged Foods & Meats","79.845925","18",,,,
Comrade Appliances Ltd,COMRADE,,"79.63959351","23",,,,
Prakash Steelage Ltd,PRAKASHSTL,"Building Products - Pipes","79.62517745","73",,"31",,"60"
Somi Conveyor Beltings Ltd,SOMICONVEY,"Industrial Machinery","79.512678","13",,"65",,"56"
Gujarat Toolroom Ltd,GUJTLRM,"Construction & Engineering","79.441648",,,,,
Super Tannery Ltd,SUPTANERY,"Textiles","79.3604196","48",,,,
Aditya Consumer Marketing Ltd,ACML,"Retail - Speciality","79.31566753999999","78",,"31",,"53"
Keerti Knowledge and Skills Ltd,KEERTI,"Education Services","79.27118244","37",,,,
SPS Finquest Ltd,SPS,"Diversified Financials","79.17641325","22",,"56","100","82"
Trejhara Solutions Ltd,TREJHARA,"IT Services & Consulting","79.1691966","67","4.84615384615385","10","100","72"
GTN Industries Ltd,GTNINDS,"Textiles","79.142185536","95",,"18","100","80"
Gayatri BioOrganics Ltd,GAYATRIBI,,"78.866930142",,,"16",,"2"
BLS Infotech Ltd,BLSINFOTE,,"78.78506634","17",,"2",,"1"
Marsons Ltd,MARSONS,"Heavy Electrical Equipments","78.68","21",,"53",,"22"
Century Extrusions Ltd,CENTEXT,"Metals - Aluminium","78.4","72","4.95625","37",,"41"
Eastern Logica Infoway Ltd,ELIL,,"78.3933975","18",,,"50",
Tilak Ventures Ltd,TILAK,"Diversified Financials","77.79464","1",,"33",,"17"
Dhruv Consultancy Services Ltd,DHRUV,"Construction & Engineering","77.06508","75","6.4452380952381","24","90","53"
Motilal Oswal Midcap 100 ETF,MOM100,"Equity","77.05321196",,,,,
Banas Finance Ltd,BANASFN,,"76.970063664","60",,"47","100","75"
Barak Valley Cements Ltd,BVCL,"Cement","76.8952","31",,"61",,"72"
Godha Cabcon & Insulation Ltd,GODHA,"Cables","76.6176","27","2.46571428571429","28",,"14"
Nova Iron and Steel Ltd,NOVIS,"Iron & Steel","76.507296096",,,,,
Cinevista Ltd,CINEVISTA,"Movies & TV Serials","76.39051175","9",,"9",,"3"
Shubhlaxmi Jewel Art Ltd,SHUBHLAXMI,"Precious Metals, Jewellery & Watches","76.3488","25",,"69",,"45"
Active Clothing Co Ltd,ACTIVE,"Textiles","76.273561155",,,,,
India Finsec Ltd,IFINSEC,"Diversified Financials","76.27176447000001","2",,"41",,"74"
Regency Ceramics Ltd,REGENCERAM,"Building Products - Ceramics","76.01955975",,,,,
Metal Coatings (India) Ltd,METALCO,"Iron & Steel","76.01555","15",,"89","61","80"
Kesar India Ltd,KESAR,,"75.9036","67",,,"92",
JMD Ventures Ltd,JMDVL,,"75.897592","22",,"62",,"45"
Tayo Rolls Ltd,TATAYODOGA,"Iron & Steel","75.70517842999999",,,,,
Kanani Industries Ltd,KANANIIND,"Precious Metals, Jewellery & Watches","75.68451","14","3.24411764705882","31",,"19"
COSCO India Ltd,COSCO,"Theme Parks & Gaming","75.64698","29",,"31","61","34"
Ganga Papers India Ltd,GANGAPA,"Paper Products","75.522202","58",,"15","89","34"
Punj Lloyd Ltd,PUNJLLOYD,"Construction & Engineering","75.509042625",,,,,
Seya Industries Ltd,SEYAIND,"Specialty Chemicals","75.3274809","10","1.52745098039216",,,
Skil Infrastructure Ltd,SKIL,"Construction & Engineering","75.2703804",,,,,
Kotak PSU Bank ETF,KOTAKPSUBK,"Equity","74.910257103",,,,,
KLK Electrical Ltd,EDVENSWA,,"74.89184","1",,"29",,"16"
Creative Castings Ltd,CREATIVE,"Metals - Iron","74.88","39",,"62","68","66"
Clara Industries Ltd,CLARA,,"74.8428846","1",,,,
Kesar Enterprises Ltd,KESARENT,"Sugar","74.84163885","15",,"19",,"59"
Mahickra Chemicals Ltd,MAHICKRA,"Specialty Chemicals","74.723872",,,,,
Kaycee Industries Ltd,KAYCEEI,"Electrical Components & Equipments","74.70450735","38",,"89","48","78"
Auro Impex & Chemicals Ltd,AUROIMPEX,"Metals - Diversified","74.42488",,,,,
Eiko Lifesciences Ltd,EIKO,,"74.26426431","3",,"87",,"64"
Sparc Electrex Ltd,SPAR,,"74.259021","15",,"37",,"10"
Invesco India Gold Exchange Traded Fund,IVZINGOLD,"Gold","74.215319455",,,,,
Siti Networks Ltd,SITINET,"Cable & D2H","74.12457708","78","4.83333333333333","1",,"51"
Saboo Sodium Chloro Ltd,SABOOSOD,"Packaged Foods & Meats","73.6357125","81",,"33",,"45"
Apoorva Leasing Finance and Investment Company Ltd,APOORVA,"Diversified Financials","73.307883",,,,,
Golden Tobacco Ltd,GOLDENTOBC,"FMCG - Tobacco","73.16457231",,,,,
SE Power Ltd,SEPOWER,"Renewable Energy","73.098","10","2.29821428571428","39",,"17"
Star Delta Transformers Ltd,STARDELTA,"Heavy Electrical Equipments","73.024868","35",,"96","82","94"
VBC Ferro Alloys Ltd,VBCFERROQ,"Metals - Iron","73.0204349","2",,,,
Banka BioLoo Ltd,BANKA,"Business Support Services","72.88903103999999","8",,"39",,"25"
Cadsys (India) Ltd,CADSYS,"IT Services & Consulting","72.77425",,,,,
B & A Ltd,BNALTD,"Agro Products","72.7415","74",,"16","100","80"
Bengal Tea & Fabrics Ltd,BENGALT,"Textiles","72.4081194","50",,"44","99","86"
Biofil Chemicals and Pharmaceuticals Ltd,BIOFILCHEM,"Pharmaceuticals","72.337041","5",,"4",,"1"
Kore Digital Ltd,KDL,"Telecom Infrastructure","72.16","38",,,"41",
Madhav Copper Ltd,MCL,"Metals - Copper","72.064134","16","7.83333333333333","63",,"55"
Tree House Education and Accessories Ltd,TREEHOUSE,"Education Services","71.71667717999999","23","4.12222222222222","11",,"10"
ITL Industries Ltd,ITL,"Industrial Machinery","71.6962125","65",,"98","96","98"
Acknit Industries Ltd,ACKNIT,"Apparel & Accessories","71.6376","88",,"48","98","91"
HKG Ltd,URSUGAR,,"71.5575","5",,"26",,"7"
Jayant Infratech Ltd,JAYANT,,"71.48974239","13",,"23",,"8"
Samor Reality Ltd,SAMOR,,"71.294","25",,,,
A B Infrabuild Ltd,ABINFRA,"Construction & Engineering","71.26707298",,,,,
Ind Swift Ltd,INDSWFTLTD,"Pharmaceuticals","71.22651869500001","61",,"11",,"28"
Medico Intercontinental Ltd,MIL,"Pharmaceuticals","71.2","6",,"49","66","46"
Aruna Hotels Ltd,ARUNAHTEL,"Hotels, Resorts & Cruise Lines","71.19","6",,"59",,"39"
Ganga Forging Ltd,GANGAFORGE,"Iron & Steel","70.9961547","8",,"35",,"13"
Tejnaksh Healthcare Ltd,TEJNAKSH,"Hospitals & Diagnostic Centres","70.8335232","13",,"11",,"26"
Mirae Asset Nifty Financial Services ETF,MAFSETF,"Equity","70.75370617",,,,,
Kanishk Steel Industries Ltd,KANSHST,"Iron & Steel","70.63520781599999",,,"36",,
Makers Laboratories Ltd,MAKERSL,"Pharmaceuticals","70.62750072","42",,"4","92","43"
Tirupati Forge Ltd,TIRUPATIFL,"Auto Parts","70.56","67",,"3",,"16"
Celebrity Fashions Ltd,CELEBRITY,"Apparel & Accessories","70.540617465","94","4.91470588235294","33",,"68"
Shetron Ltd,SHETR,"Packaging","70.4868357","85",,"43","91","80"
Divyashakti Ltd,DIVSHKT,"Building Products - Granite","70.4444482","19",,"6","98","54"
Golkunda Diamonds and Jewellery Ltd,GOLKUNDIA,,"70.4068488","41",,"42","97","70"
K G Denim Ltd,KGDENIM,"Textiles","70.40146745","68",,"25",,"59"
Emerald Leasing Finance and Investment Co Ltd,EMERALD,,"70.2347045","1",,"41",,"17"
Visagar Financial Services Ltd,VISAGAR,"Diversified Financials","70.0698774","33",,"16",,"2"
Candour Techtex Ltd,CANDOUR,,"70.035582505","52",,"74",,"82"
Arham Technologies Ltd,ARHAM,"Home Electronics & Appliances","69.9642","32",,,"59",
Godavari Drugs Ltd,GODAVARI,"Pharmaceuticals","69.792674","93",,"56","91","86"
Nilachal Refractories Ltd,NILACHAL,"Cement","69.5547132","24",,"9",,"1"
Katare Spinning Mills Ltd,KATRSPG,"Textiles","69.55425","1",,"25","99","50"
Asit C Mehta Financial Services Ltd,ASITCFIN,"Diversified Financials","69.5339424","8",,"50",,"23"
Agro Phos India Ltd,AGROPHOS,"Fertilizers & Agro Chemicals","69.438843875","75",,"41",,"83"
Eco Hotels and Resorts Ltd,ECOHOTELS,,"69.20565103999999","10",,,,
Relicab Cable Manufacturing Ltd,RELICAB,"Cables","69.04748808","49",,,,
Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM,"Packaged Foods & Meats","68.88054668","10",,"53","90","88"
India Steel Works Ltd,ISWL,"Iron & Steel","68.868000025","25",,"38",,"16"
Bhandari Hosiery Exports Ltd,BHANDARI,"Apparel & Accessories","68.8676665","61",,"30",,"55"
Athena Global Technologies Ltd,ATHENAGLO,"IT Services & Consulting","68.5056","1",,"1",,"1"
Cerebra Integrated Technologies Ltd,CEREBRAINT,"Technology Hardware","68.47036233","68","5.62142857142857","13",,"23"
Veeram Securities Ltd,VSL,"Precious Metals, Jewellery & Watches","68.45497106","3",,"21",,"22"
Ambica Agarbathies Aroma & Industries Ltd,AMBICAAGAR,"Specialty Chemicals","68.366052","61","3.71764705882353","39",,"82"
Aplab Ltd,APLAB,"Electronic Equipments","68.23677","98",,,,
Maharashtra Corp Ltd,MAHACORP,"Textiles","68.20799832","52",,"38",,"11"
AAA Technologies Ltd,AAATECH,"IT Services & Consulting","68.174442","80",,"2",,"24"
Vidli Restaurants Ltd,VIDLI,,"67.6034","23",,"35",,"8"
Aro Granite Industries Ltd,AROGRANITE,"Building Products - Granite","67.5495","11","4.17142857142857","19","100","48"
Uniply Industries Ltd,UNIPLY,"Wood Products","67.4034106008989",,,,,
